Assembly_Accession,Taxonomy,SNOR_presence,SNOR_copies
GCA_022432365.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon;Hypoxylon sp. FL1284,TRUE,1
GCA_022432375.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Nemania;Nemania sp. FL0031,TRUE,1
GCA_022385685.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria sp. CBS 124048,TRUE,1
GCA_022593225.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylaria;Xylaria sp. FL0064,TRUE,1
GCA_027478835.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 25,FALSE,0
GCA_027578875.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1286,TRUE,1
GCA_027578655.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1694,TRUE,1
GCA_027577535.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 552,FALSE,0
GCA_027578135.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2524,FALSE,0
GCA_027577315.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 921,TRUE,1
GCA_027578575.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1853,TRUE,1
GCA_027577215.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. S155-1,FALSE,0
GCA_027577375.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 562,TRUE,1
GCA_027577395.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 560,FALSE,0
GCA_027577475.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 788,FALSE,0
GCA_027578635.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1807,TRUE,1
GCA_027578435.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1937,TRUE,1
GCA_027577995.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2671,TRUE,1
GCA_027578415.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1972,TRUE,1
GCA_027578935.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1285,FALSE,0
GCA_027577975.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2681,FALSE,0
GCA_027578315.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2322,TRUE,1
GCA_027578255.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2337,TRUE,1
GCA_027578035.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2603,TRUE,1
GCA_027577255.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. S100,FALSE,0
GCA_027578215.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 455,TRUE,1
GCA_027577115.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. S680,TRUE,1
GCA_027577235.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. S142-1,FALSE,0
GCA_027577175.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. S146,TRUE,1
GCA_027579235.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. BCRC 34301,TRUE,1
GCA_027578075.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2559,FALSE,0
GCA_024244035.1,Fungi;Microsporidia;NA;NA;NA;Nematocida;Nematocida sp. LUAm1,FALSE,0
GCA_024244025.1,Fungi;Microsporidia;NA;NA;NA;Nematocida;Nematocida sp. LUAm2,FALSE,0
GCA_024243985.1,Fungi;Microsporidia;NA;NA;NA;Nematocida;Nematocida sp. LUAm3,FALSE,0
GCA_024243935.1,Fungi;Microsporidia;NA;NA;NA;Nematocida;Nematocida sp. AWRm79,FALSE,0
GCF_020744385.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium flagelliforme,TRUE,1
GCF_022114955.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Emericellopsis;Emericellopsis cladophorae,TRUE,1
GCA_013266265.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sp. NRRL 66182,TRUE,2
GCA_018127085.1,Fungi;Ascomycota;Pneumocystomycetes;Pneumocystales;Pneumocystaceae;Pneumocystis;Pneumocystis sp. 'macacae',FALSE,0
GCA_013138035.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sp. str. #12,TRUE,1
GCA_027596175.1,Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Rhizoclosmatium;Rhizoclosmatium hyalinum,FALSE,0
GCA_027596195.1,Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytriomycetaceae;Podochytrium;Podochytrium sp. JEL0797,TRUE,2
GCA_027604245.1,Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Terramycetaceae;Boothiomyces;Boothiomyces sp. JEL0838,FALSE,0
GCA_027604345.1,Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Terramycetaceae;Boothiomyces;Boothiomyces sp. JEL0866,TRUE,1
GCA_018855915.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Tephrocybe;Tephrocybe sp. NHM501043,TRUE,1
GCA_018854895.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma furcatifolium,TRUE,1
GCA_027604505.1,Fungi;Chytridiomycota;Monoblepharidomycetes;Monoblepharidales;Gonapodyaceae;Gonapodya;Gonapodya sp. JEL0774,FALSE,0
GCA_009613015.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;NA;Mollisiaceae sp. DMI_Dod_QoI,TRUE,1
GCF_002079055.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces paradoxus,TRUE,1
GCA_011022315.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces pastorianus,TRUE,2
GCA_964275045.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Monosporozyma;Monosporozyma unispora,TRUE,1
GCA_045282135.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Nakaseomyces;Nakaseomyces bracarensis,TRUE,1
GCA_026955015.1,Fungi;Chytridiomycota;Chytridiomycetes;Cladochytriales;Nowakowskiellaceae;Nowakowskiella;Nowakowskiella sp. JEL0078,FALSE,0
GCA_027604665.2,Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;NA;Polyrhizophydium;Polyrhizophydium stewartii,TRUE,1
GCF_019456465.1,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Ramalinaceae;Bacidia;Bacidia gigantensis,TRUE,1
GCA_022385805.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Pilatotrama;Pilatotrama ljubarskyi,TRUE,1
GCA_910592055.1,Fungi;Mucoromycota;Glomeromycetes;Diversisporales;Acaulosporaceae;Acaulospora;Acaulospora colombiana,FALSE,0
GCA_910592005.1,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Funneliformis;Funneliformis mosseae,FALSE,0
GCA_023101225.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium solani-melongenae,FALSE,0
GCA_027578715.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1290,TRUE,1
GCA_027579505.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia guatemalensis,TRUE,1
GCA_027579115.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia javaensis,TRUE,1
GCA_027579035.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. D1744,TRUE,1
GCA_027578495.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2610,TRUE,1
GCA_027579135.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1722,TRUE,1
GCA_027578695.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1365,TRUE,1
GCA_027579215.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. BCRC 34490,FALSE,0
GCA_027578995.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. IMI 209128,TRUE,1
GCA_016946835.1,Fungi;Chytridiomycota;Neocallimastigomycetes;Neocallimastigales;Neocallimastigaceae;Neocallimastix;Neocallimastix lanati (nom. inval.),FALSE,0
GCA_017635955.1,Fungi;Ascomycota;Dipodascomycetes;Dipodascales;NA;Yarrowia;Yarrowia sp. B02,TRUE,1
GCA_017639385.1,Fungi;Ascomycota;Dipodascomycetes;Dipodascales;NA;Yarrowia;Yarrowia sp. C11,TRUE,1
GCA_017639365.1,Fungi;Ascomycota;Dipodascomycetes;Dipodascales;NA;Yarrowia;Yarrowia sp. E02,TRUE,1
GCA_036428585.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella sp. CBS 9459,TRUE,1
GCA_036428645.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Kwoniella;Kwoniella sp. DSM 27419,TRUE,1
GCA_903819635.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium vineae,TRUE,1
GCA_903853725.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium uvarum,TRUE,1
GCA_017911155.1,Fungi;Olpidiomycota;Olpidiomycetes;Olpidiales;Olpidiaceae;Olpidium;Olpidium bornovanus,FALSE,0
GCA_027604305.1,Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;NA;NA;Chytridiales sp. JEL 0842,FALSE,0
GCA_027577455.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 522,TRUE,1
GCA_027578755.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1199,TRUE,1
GCA_027577495.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 720,TRUE,1
GCA_027578555.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1813,TRUE,1
GCA_027577295.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 986,TRUE,1
GCA_027578735.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1287,TRUE,1
GCA_027577855.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 353,TRUE,1
GCA_027578795.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1797,TRUE,1
GCA_027577715.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2706,TRUE,1
GCA_027578375.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2131,TRUE,1
GCA_027577815.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 485,FALSE,0
GCA_027578775.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1085,TRUE,1
GCA_027478255.1,Fungi;Zoopagomycota;Dimargaritomycetes;Dimargaritales;Dimargaritaceae;Dispira;Dispira simplex,TRUE,1
GCA_027578955.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1250,FALSE,0
GCA_027578835.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2050,TRUE,1
GCA_004916875.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botrytis;Botrytis galanthina,TRUE,1
GCA_004786225.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Botryotinia;Botryotinia narcissicola,TRUE,1
GCF_030864355.1,Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Trichosporonaceae;Cutaneotrichosporon;Cutaneotrichosporon cavernicola,TRUE,1
GCA_016695485.1,Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus hirtellus,TRUE,1
GCA_027919855.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula guzmanii,TRUE,1
GCA_027886305.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula aff. lateritia,TRUE,1
GCA_027921405.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Lentinula;Lentinula detonsa,TRUE,1
GCA_033807495.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Benniella;Benniella sp.,TRUE,1
GCA_023758005.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Alternaria;Alternaria sp. BMP 0032,TRUE,1
GCA_027577345.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 637,TRUE,1
GCA_020747045.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;Phaeosphaeria sp. MPI-PUGE-AT-0046c,TRUE,1
GCA_020726445.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium sp. MPI-SDFR-AT-0129,TRUE,1
GCA_013368555.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Collybiopsis;Collybiopsis confluens,TRUE,1
GCA_020744155.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Ilyonectria;Ilyonectria sp. MPI-CAGE-AT-0026,TRUE,1
GCA_013266175.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium gaditjirri,TRUE,1
GCA_020726505.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Leptodontidiaceae;Leptodontidium;Leptodontidium sp. MPI-SDFR-AT-0119,TRUE,1
GCA_020744335.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sp. MPI-SDFR-AT-0072,TRUE,1
GCA_022592435.1,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Cerioporus;Cerioporus squamosus,TRUE,1
GCA_020800285.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Sordaria;Sordaria sp. MPI-SDFR-AT-0083,TRUE,1
GCA_019924955.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium sp. EXF-3399,TRUE,1
GCA_033296695.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Staphylotrichum;Staphylotrichum tortipilum,TRUE,1
GCA_028639655.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum sp. SAR 10_66,TRUE,1
GCA_025327165.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum sp. SAR 10_70,TRUE,1
GCA_025327135.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum sp. SAR 10_71,TRUE,1
GCA_025327155.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum sp. SAR 10_75,TRUE,1
GCA_025327145.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum sp. SAR 10_76,TRUE,1
GCA_025330015.1,Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum sp. SAR 10_77,TRUE,1
GCA_027595785.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1086,TRUE,1
GCA_027595765.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 1821,TRUE,1
GCA_027575385.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2399,TRUE,1
GCA_027575355.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2598,TRUE,1
GCA_027575325.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2675,TRUE,1
GCA_027575745.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2703,TRUE,2
GCA_027575305.1,Fungi;Zoopagomycota;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia sp. RSA 2708,TRUE,1
GCA_905066765.1,Fungi;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;Sclerotinia trifoliorum,TRUE,1
GCF_041956625.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Thermomyces;Thermomyces dupontii,TRUE,1
GCA_000985935.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces islandicus,TRUE,1
GCA_026026355.1,Fungi;Ascomycota;NA;NA;NA;Sarcosagium;Sarcosagium campestre,TRUE,1
GCA_022814355.1,Fungi;Ascomycota;Lecanoromycetes;Acarosporales;Acarosporaceae;Acarospora;Acarospora aff. strigata,FALSE,0
GCA_022627095.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sp. FIESC RH6,TRUE,1
GCA_022627125.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium chuoi,TRUE,1
GCA_024195465.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium sp. EXF-8845,TRUE,2
GCA_024195555.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium sp. EXF-12298,TRUE,2
GCA_024195545.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium sp. EXF-12344,TRUE,2
GCA_023848595.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium sp. EXF-10727,TRUE,1
GCA_023848605.1,Fungi;Ascomycota;Dothideomycetes;Dothideales;Saccotheciaceae;Aureobasidium;Aureobasidium sp. EXF-10728,TRUE,1
GCA_030708105.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma sp. CBMAI-0711,TRUE,1
GCA_012980535.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;Pleurotus pulmonarius,TRUE,1
GCA_035927985.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;Oleoguttula;Oleoguttula sp. CCFEE 6159,TRUE,1
GCA_035928255.1,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala sp. CCFEE 6169,TRUE,1
GCA_033119285.1,Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Teratosphaeriaceae;NA;Teratosphaeriaceae sp. CCFEE 6253,TRUE,2
GCA_017607445.1,Fungi;Ascomycota;Eurotiomycetes;Onygenales;Ajellomycetaceae;Histoplasma;Histoplasma ohiense (nom. inval.),TRUE,1
GCA_023646395.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;Xanthoria sp. 1 TBL-2021,TRUE,1
GCA_023646365.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthomendoza;Xanthomendoza cf. fulva,TRUE,1
GCA_023647215.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;Xanthoria sp. 2 TBL-2021,TRUE,1
GCF_038363925.1,Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;Apiospora;Apiospora phragmitis,TRUE,1
GCA_023646075.1,Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;Xanthoria;Xanthoria steineri,TRUE,1
GCA_027579765.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Candolleomyces;Candolleomyces efflorescens,TRUE,1
GCA_022814255.1,Fungi;Ascomycota;Lecanoromycetes;NA;NA;Bachmanniomyces;Bachmanniomyces sp. S44760,FALSE,0
GCA_022814085.1,Fungi;Ascomycota;Lecanoromycetes;Lecanorales;NA;Puttea;Puttea exsequens,FALSE,0
GCA_022814235.1,Fungi;Ascomycota;Lecanoromycetes;Trapeliales;Trapeliaceae;Lignoscripta;Lignoscripta atroalba,FALSE,0
GCA_030142185.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium thymicola,TRUE,1
GCA_026027345.1,Fungi;Ascomycota;Dothideomycetes;Trypetheliales;Trypetheliaceae;Bogoriella;Bogoriella megaspora,TRUE,1
GCA_026026785.1,Fungi;Ascomycota;Lecanoromycetes;NA;NA;Piccolia;Piccolia ochrophora,TRUE,1
GCF_002954075.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus deuterogattii,TRUE,1
GCA_027946365.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Kalmusia;Kalmusia sp. IMI 367209,TRUE,1
GCF_028829585.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium vulpinum,TRUE,1
GCA_040256725.1,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Mucoraceae;Mucor;Mucor lusitanicus,TRUE,1
GCA_028828895.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium sp. IBT 35674x,TRUE,1
GCA_025504975.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae;Plenodomus;Plenodomus lindquistii,TRUE,1
GCA_029542825.1,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia sp. CBS 17886,TRUE,1
GCA_033297225.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Diplogelasinosporaceae;Diplogelasinospora;Diplogelasinospora grovesii,TRUE,1
GCA_035521475.1,Fungi;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;Tremellales sp. Uapishka_1,TRUE,1
GCA_035521555.1,Fungi;Ascomycota;Lecanoromycetes;NA;NA;NA;Lecanoromycetidae sp. Uapishka_2,FALSE,0
GCA_035521515.1,Fungi;Basidiomycota;Microbotryomycetes;Kriegeriales;Kriegeriaceae;Phenoliferia;Phenoliferia sp. Uapishka_3,FALSE,0
GCF_021821965.1,Fungi;Microsporidia;NA;NA;Ordosporidae;Ordospora;Ordospora pajunii,FALSE,0
GCA_033725935.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Cladorrhinum;Cladorrhinum sp. PSN259,TRUE,1
GCA_954870535.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;Fusarium sp. VM40,TRUE,1
GCA_015039395.1,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;Ceratobasidium sp. AG-I,TRUE,1
GCA_024721195.1,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;Marasmius sp. AFHP31,TRUE,1
GCF_000143365.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Chaetomium;Chaetomium globosum,TRUE,1
GCA_900080155.1,Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Ustilago;Ustilago bromivora,TRUE,1
GCA_040256855.1,Fungi;Ascomycota;Saccharomycetes;Saccharomycodales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora menglaensis,TRUE,1
GCA_015679535.1,Fungi;Mucoromycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila;Podila horticola,TRUE,1
GCA_033675105.1,Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora;Podospora appendiculata,TRUE,1
GCA_028828275.1,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium frequentans,TRUE,1
GCA_000814975.1,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium hybridum,TRUE,1
GCA_026024515.1,Fungi;Ascomycota;Geoglossomycetes;Geoglossales;Geoglossaceae;Geoglossum;Geoglossum umbratile,TRUE,1
GCF_000146915.1,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Parastagonospora;Parastagonospora nodorum,TRUE,1
GCA_012184315.1,Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Arthrobotrys;Arthrobotrys entomopaga,TRUE,1
